,abstract
300,iring kembang maju teknologi komunikasi usaha bisnis komunikasi tingkat jual laku pasar tulis pilih metode pasar online manfaat teknologi intenet latar tesebut tulis tarik bangun aplikasi bantu pasar online nama telemarketing aplikasi telemarketing pasar produk handphone rupa aplikasi rancang basis kelola datadata produk handphone edar pasar aplikasi telemarketing pasar produk handphone basis harap mudah cepat proses informasi putar produk handphone pasar aplikasi manfaat teknologi internet paradigma rancang sistem paradigma waterfall data flow oriented tool diagram alur data diagram aplikasi telemarketing pasar produk handphone bangun bahasa program kelola database mysql aplikasi bangun bantu usaha laku proses pasar produk handphone online mudah konsumen informasi putar produk handphone
301,bioskop salah hibur kunjung tiket orang tonton film teater tiket sedia loket tiket teater pesan tiket sistem manual tiket kertas tonton bioskop tunggu antri beli tiket butuh sistem bantu pesan tiket mudah cepat tampil informasi film aplikasi seluler kembang tanggap aplikasi seluler pesan tiket film operasi perangkat seluler sistem operasi android dasar tulis tesis sistem prototipe tulis prototype system cema ticketing system using codesistem prototipe bangun dasar android bangun prototipe mudah langgan beli tiket bioskop sistem mudah cepat pesan tiket film smartphone manfaat qrcode kode transaksi pesan tiket bioskop bentuk sistem jual tiket bioskop megurangu antri beli tiket harap aplikasi tiket bioskop manfaat qrcode tingkat layan sedia bioskop counter cinemaxx
302,kembang teknologi otomatis sistem rumah pintar jarang laku teliti kembang teknologi bantu orang laku aktivitas rumah kerja liput nyala mati lampu kipas televisi kunci buka pintu pantau ubah suhu ruang buka tutup tirai aktivitas bantu teknologi integrasi perangkat buah benda teknologi mikrokontroler teknologi internet things integrasi kembang sistem rumah pintar mikrokontroler perangkat bantu aktivitas rumah mikrokontroler perangkat bahasa natural bahasa indonesia perintah nyala perangkat mikrokontroler mikrokontroler teknologi sistem rumah pintar perangkat rumah tangga lampu kipas televisi pintu tirai perangkat tuju teknologi mudah kerja teknologi konvensional nyala mati saklar perintah suara bahasa indonesia perintah nyala mati buah perangkat hubung mikrokontroler
303,tingkat butuh manusia hadap akses data internet cepat minat kalang pungkiri pesat layan tawar agam cangkup teks suara video data pisah hidup salah teknologi jaring akses internet cepat worldwide interoperability microwave access wimax rupa teknologi akses nirkabel pita lebar broadband wireless access singkat milik cepat akses jangkau luas butuh layan file transfer protocol mudah unggah data transfer data online fasilitas unggah data server layan tukarmenukar data teliti terap scheduling service class aplikasi layan jaring fixed wimax mensimulasikan software opnet modeler versi coba menganalisa jenis scheduling service class implementasi layan over wimax uji laku tuju ukur parameterparameter quality service load delay throughput laku ukur scheduling service class rtps nrtps laku kali ukur station subscriber beda yatu simpul parameter delay scheduling service class banding rtps nrtps parameter troughtput load rtps milik terima banding butuh kirim bitbit ukur rtps terima beban relatif banding scheduling service class sifat realtime
304,teknologi era modern kembang cepat salah bidang transportasi kereta rupa salah transportasi peran mobilitas masyarakat tempuh jalan jarak jarak ubah lonjak tumpang sulit buah teknik forecasting metode fuzzy time series rupa salah metode forecasting hitung salah forecasting mean absolute error mean squared error mean absolute percentage error mape tingkat akurasi data periode agustus samapi desember ratarata error metode fuzzy time series akurat forecasting tumpang kereta gumarang
305,terap konsep content based images retrieval bidang ilmu khusus olah citra buah topik tarik teliti buah citra dasar fitur milik warna tekstur bentuk metode ekstrak buah ciri citra teliti metode color histogram warna ratarata ciri gray level cooccurence matrix glcm ekstraksi ciri dasar tekstur bentuk metode fourier descriptor hasil ekstraksi ciri banding citra masuk query formula hitung jarak euclidean distance jarak citra hasil sistem temu evaluasi performansi teliti precision recall citra teliti citra kategori beda citra hasil metode color histogram glcm fourier descriptor ekstraksi ciri buah citra
306,kembang bisnis globalisasi cepat kompetitif kendala hambat muncul usaha alam uang sumber daya manusia lainlain usaha antisipasi masalahmasalah akibat bangkrut salah laku usaha usaha bertahanyaitu menganalisa lapor uang usaha tuju usaha ancam bangkrut kembang uang usaha metode pakai analisis bangkrut usaha metode zscore altman zscore skor hitung standar kali nisbahnisbah uang tingkat bangkrut usaha formula zscore prediksi bangkrut altman rupa buah multivariate formula ukur sehat finansial buah usaha aplikasi harap salah timbang pilih investasi investor mudah uang usaha memberitahu usaha ancam bangkrut uang usaha sehat
307,kembang dunia teknologi informasi pengaruh hidup manusia media simpan data sifat cetak alih media digital data sensitif username password rincian kontak data rahasia butuh aman ekstra akses tanggung teknik aman data aman data teknik milik lemah tanggung akses data rahasia sistem teknik enkripsi hybrida gabung teknik enkripsi steganografi kriptografi code scramble image tutup lemah teknik harap cipta buah sistem aman data milik tingkat aman proteksi hadap lindung data
308,kembang teknologi terap bidang sehat salah contoh sistem kenal emosi dasar proses kenal emosi laku tulis text sinyal fisiologi ekspresi wajah intonasi suara gerak tubuh mudah laku manipulasi ekspresi wajah tulis tangan intonasi suara gerak tubuh kenal emosi dasar identifikasi valid kenal emosi sinyal fisiologi representatif hasil objektif sinyal fisiologi kontrol sadar sinyal fisiologi kenal emosi detak jantung respon konduktans kulit laku kenal emosi dasar sinyal fisiologi laku bangun buah sistem sistem unit utama hardware unit software unit hardware unit sensor pulse sensor sensor integrasi microcontroller arduino laku ukur sinyal tubuh software unit fungsi olah data aplikasi user interface sistem database machine learning data terima sensor simpan database laku proses preprocessing data feature scaling klasifikasi data proses preprocessing data tahap filter data filter attribute feature scaling normalization proses data klasifikasi algoritma laku prediksi emosi hasil teliti sistem bangun laku proses ukur sinyal fisiologi klasifikasi emosi ratarata nilai akurasi presisi recall
309,kembang pesat salon saing ketat masuk indonesia utama kaum wanita aktifitas padat laku rawat cantik fisik relaksasi kerja lepas penat tingkat saing butuh gaya hidup masyarakat tingkat laku gabung salon tuju sedia rawat cantik rawat relaksasi beauty salon olah data customer laku manual komputerisasi ketidakefisienan ketidakefektifan tangan olah data customer media promosi produkproduk beauty salon sistem mudah customer efisiensi cepat selesai customer relationship management selesai kelola data customer bangun media promosi terap beauty salon sistem informasi beauty salon manfaat teknologi informasi basis pemprograman mysql metode kembang sistem metode waterfall teliti mudah customer laku pesan booking online beauty salon admin kelola data customer atur jadwal booking direquest customer sedia media promosi beauty salon teliti bukti kusioner teliti hadap customer customer tuju mudah pesan loyatitas hadap customer
310,manfaat komputer aplikasi asing bantu kerja efektif efisien indomarco prismatama cabang purwakarta manfaat teknologi pengaruh langsung kerja sistem fasilitas program aplikasi dukung sistem jalan aplikasi efektif salah departemen kelola database file komputer toko khusus ambil manipulasi database toko kelola upload download file efektif karna butuh pengerjaanya toko indomaret cabang purwakarta capai toko toko databasenya masingmasing karna teliti bangun system kelola database file komputer toko konsep office automation system proses eksekusi pusat komputer kantor server kirim perintah eksekusi serentak komputer toko client aplikasi tuju meminimalisir mudah kerja nama aplikasi server nama autoexecute aplikasi client nama upd pwk teliti metode program metode object oriented programming orientasi objek objek kerja selesai metode kembang system metode rapid application development metode tekan siklus bangun pendek singkat cepat fase singkat fase fase fase rencana butuh fase workshop desain rancang system implementasi
311,pustaka universitas widyatama milik data transaksi pinjam buku data olah metode hasil informasi manfaat teliti tuju pola pinjam buku dasar buku pinjam hasil informasi rekomendasi buku kerja algoritma apriori algoritma eclat hasil teliti pola hasil algoritma apriori algoritma eclat milik frequent item support rekomendasi buku hasil buku analisis multivariat ekonometrika buku ekonomika mikro didik agama islam didik pancasila didik kewarganegaraan performa algoritma apriori milik eksekusi cepat banding algoritma eclat algoritma apriori butuh proses eksekusi algoritma eclat butuh proses eksekusi
312,netto sportswear usaha gerak bidang konveksi khusus pakai olahraga netto sportswear proses bisnis manual jalan langsung giat usaha proses bisnis manual pengaruh hadap giat usaha efektif efisien kelola data hasil informasi puas langgan proses layan langgan pesan produk sulit harga konsisten manajemen konsumen sulit hitung produk beli transaksi jual daya saing usaha usaha kembang sistem teliti kembang sistem costumer relationship management fokus strategi harga jual produk potong konsumen konsep manajemen multipleunit pricing konsep bantu manajemen potong harga konsisten konsumen bangun sistem costumer relationship management tuju cepat layan langgan laku pesan produk sistem tekan biaya promosi hasil harap tingkat proses bisnis usaha cipta puas langgan puas saing usaha sistem tingkat puas langgan kesalahpahaman pesan produk cepat pesan produk mudah manajemen olah data konsumen
